Date,Ticker,Open,High,Low,Close,Volume,Dividends,Stock Splits,Sector,Percent Change,SMA_20,SMA_50,Buy RSI,Sell RSI,Price Change,Gain,Loss,Avg Gain,Avg Loss,RS,RSI,Middle Band,Standard Deviation,Upper Band,Lower Band,EMA_20,EMA_50,MACD,MACD Line,MFM,MFV,CMF,Low_min,High_max,%K,%D,Signal,SMA_Signal,RSI_Signal,BB_Signal,CMF_Signal,STO_Signal
2025-01-31 00:00:00-05:00,JNJ,152.6199951171875,153.17999267578125,152.05999755859375,152.14999389648438,8458700,0.0,0.0,healthcare,,,,25,90,,0.0,-0.0,,,,,,,,,152.14999389648438,152.14999389648438,0.0,0.0,-0.839291553133515,-7099315.460490463,,,,,,0,0,0,0,0,0
2025-02-03 00:00:00-05:00,JNJ,152.0,152.47000122070312,150.77999877929688,151.8699951171875,6687500,0.0,0.0,healthcare,-0.18402812390999612,,,25,90,-0.279998779296875,0.0,0.279998779296875,,,,,,,,,152.12332734607514,152.13901355219824,-0.0279416661252867,-0.005588333225057341,0.28993463108093465,1938937.8453537505,,,,,,0,0,0,0,0,0
2025-02-04 00:00:00-05:00,JNJ,151.36000061035156,154.17999267578125,150.9499969482422,153.49000549316406,9645000,0.0,0.0,healthcare,1.0667086508605594,,,25,90,1.6200103759765625,1.6200103759765625,-0.0,,,,,,,,,152.25348716960744,152.19199362831455,0.11158998304966872,0.01784733002988787,0.5727627892914338,5524297.102715879,0.014679381699117668,,,,,0,0,0,0,1,0
2025-02-05 00:00:00-05:00,JNJ,153.82000732421875,154.72999572753906,153.30999755859375,154.69000244140625,8947000,0.0,0.0,healthcare,0.7818078736700818,,,25,90,1.1999969482421875,1.1999969482421875,-0.0,,,,,,,,,152.4855362431121,152.28995475823973,0.342095551689539,0.08269697436181811,0.9436713553475677,8443027.61629469,0.629215869157393,,,,,0,0,0,0,-1,0
2025-02-06 00:00:00-05:00,JNJ,154.7899932861328,154.83999633789062,153.3800048828125,153.50999450683594,7418100,0.0,0.0,healthcare,-0.7628210717866346,,,25,90,-1.1800079345703125,0.0,1.1800079345703125,,,,,,,,,152.5831036968001,152.33779945426312,0.4059955118979133,0.14735668186903716,-0.8219309797036015,-6097166.200539286,0.3025808635288323,,,,,0,0,0,0,-1,0
2025-02-07 00:00:00-05:00,JNJ,153.52999877929688,154.49000549316406,152.8000030517578,153.1199951171875,6204900,0.0,0.0,healthcare,-0.2540547219100242,,,25,90,-0.3899993896484375,0.0,0.3899993896484375,,,,,,,,,152.63423621302746,152.36847379398566,0.41484692963078373,0.2008547314213865,-0.6213117122322944,-3855177.043230164,-0.06687264632143383,,,,,0,0,0,0,1,0
2025-02-10 00:00:00-05:00,JNJ,153.61000061035156,154.3699951171875,152.2899932861328,154.24000549316406,6936200,0.0,0.0,healthcare,0.7314592552849719,,,25,90,1.1200103759765625,1.1200103759765625,-0.0,,,,,,,,,152.78716662065952,152.44186719395344,0.5302500609312233,0.2667337973233539,0.8750100869310053,6069244.964970839,-0.18887399698425097,,,,,0,0,0,0,1,0
2025-02-11 00:00:00-05:00,JNJ,154.11000061035156,156.38999938964844,153.94000244140625,156.1300048828125,7554500,0.0,0.0,healthcare,1.2253626311833798,,,25,90,1.8899993896484375,1.8899993896484375,-0.0,,,,,,,,,153.105532169436,152.58650004449694,0.8068179944240796,0.37475063674349907,0.7877593218861132,5951127.797188642,0.3945377625644734,,,,,0,0,0,0,-1,0
2025-02-12 00:00:00-05:00,JNJ,155.27000427246094,155.66000366210938,154.27000427246094,155.25999450683594,7746000,0.0,0.0,healthcare,-0.5572345793683708,,,25,90,-0.8700103759765625,0.0,0.8700103759765625,,,,,,,,,153.31071905871218,152.69134296458867,0.9346576708693703,0.48673204356867333,0.4244470058729897,3287766.5074921786,0.688417762961755,,,,,0,0,0,0,-1,0
2025-02-13 00:00:00-05:00,JNJ,155.25999450683594,158.1300048828125,154.7899932861328,157.25,10704700,0.0,0.0,healthcare,1.2817245675456057,,,25,90,1.9900054931640625,1.9900054931640625,-0.0,0.7820022583007813,0.27200164794921877,2.874990884050735,74.19348767719819,,,,,153.68588867216818,152.87011382872245,1.227796773613278,0.6349449895775943,0.47305279796793837,5063888.28640739,0.549997023329496,,,,,0,0,0,0,-1,0
2025-02-14 00:00:00-05:00,JNJ,157.2899932861328,157.47000122070312,156.05999755859375,156.14999389648438,6411800,0.0,0.0,healthcare,-0.6995269338732069,,,25,90,-1.100006103515625,0.0,1.100006103515625,0.7820022583007813,0.38200225830078127,2.0471142285369623,67.18206391362824,,,,,153.92056536019828,152.99873657647782,1.3424476561355334,0.776445522889182,-0.8723459515615869,-5593307.772222583,0.11094407327006467,,,,,0,0,0,0,-1,0
2025-02-18 00:00:00-05:00,JNJ,154.13999938964844,155.4499969482422,153.24000549316406,154.99000549316406,9670700,0.0,0.0,healthcare,-0.7428680426906031,,,25,90,-1.1599884033203125,0.0,1.1599884033203125,0.7820022583007813,0.470001220703125,1.663830270761639,62.46007071185953,,,,,154.0224168014331,153.0768255536028,1.307294549663908,0.8826153282441271,0.5837165306488807,5644947.452946131,0.19096911835245695,,,,,0,0,0,0,-1,0
2025-02-19 00:00:00-05:00,JNJ,155.0,158.3000030517578,154.75,157.88999938964844,7974700,0.0,0.0,healthcare,1.8710844529986614,,,25,90,2.899993896484375,2.899993896484375,-0.0,0.9100006103515625,0.470001220703125,1.9361664826959288,65.94198571867696,,,,,154.39075800031077,153.26557746874184,1.557682455778263,1.0176287537509543,0.7690122199154965,6132641.75016011,0.25706571965497466,,,,,0,0,0,0,-1,0
2025-02-20 00:00:00-05:00,JNJ,156.9499969482422,159.9499969482422,156.9499969482422,159.67999267578125,7224000,0.0,0.0,healthcare,1.1336964298260366,,,25,90,1.7899932861328125,1.7899932861328125,-0.0,0.969000244140625,0.470001220703125,2.0616972923836117,67.33837788315533,,,,,154.89449463606985,153.51712316313555,1.923770380446257,1.1988570790900148,0.8199971516927084,5923659.423828125,0.7117682222705157,150.77999877929688,159.9499969482422,97.0555689599228,,0,0,0,0,-1,0
2025-02-21 00:00:00-05:00,JNJ,159.8800048828125,163.50999450683594,159.27999877929688,162.3000030517578,12540700,0.0,0.0,healthcare,1.6407881363674104,,,25,90,2.6200103759765625,2.6200103759765625,-0.0,1.2310012817382812,0.35200042724609376,3.4971584874743695,77.76373675098993,,,,,155.59978115184967,153.86154982543448,2.4622511861058456,1.4515359004931812,0.4278994433963285,5366158.549800337,0.6280763002728456,150.77999877929688,163.50999450683594,90.49495788548832,,0,0,0,0,-1,0
